"identifier"	"chemical_formula"	"description"	"mass_to_charge"	"fragmentation"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"modifications"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"Ex1-Col0-48h-Ag-1"	"Ex1-Col0-48h-Ag-2"	"Ex1-Col0-48h-Ag-3"	"Ex1-Col0-48h-Ag-4"	"Ex1-cyp79-48h-Ag-1"	"Ex1-cyp79-48h-Ag-2"	"Ex1-cyp79-48h-Ag-3"	"Ex1-cyp79-48h-Ag-4"	"Ex2-Col0-48h-Ag-1"	"Ex2-Col0-48h-Ag-2"	"Ex2-Col0-48h-Ag-3"	"Ex2-Col0-48h-Ag-4"	"Ex2-cyp79-48h-Ag-1"	"Ex2-cyp79-48h-Ag-2"	"Ex2-cyp79-48h-Ag-3"	"Ex2-cyp79-48h-Ag-4"
""	""	""	"209.2"	""	" 1"	"481.3"	""	""	""	""	""	""	""	""	""	""	""	""	" 34859.1"	" 34636.2"	" 35759.7"	" 37282.5"	" 37184.7"	" 36036.3"	" 41366.1"	" 38150.4"	" 46709.2"	"  48792.0"	"  46828.1"	" 46951.4"	" 54395.0"	" 57072.0"	" 54829.8"	" 56657.3"
""	""	""	"209.2"	""	""	"534.4"	""	""	""	""	""	""	""	""	""	""	""	""	" 12613.1"	" 14436.5"	" 12869.1"	" 13017.7"	" 15242.3"	" 14693.4"	" 16963.1"	" 17795.9"	" 23476.5"	"  26095.6"	"  25248.8"	" 25160.1"	" 43528.9"	" 43664.4"	" 40122.7"	" 43705.5"
""	""	""	"209.2"	""	""	"513.7"	""	""	""	""	""	""	""	""	""	""	""	""	"  5205.6"	"  4721.6"	"  4575.8"	"  5684.1"	"  9339.3"	"  9251.3"	" 10958.6"	"  8086.1"	"  7780.8"	"   5853.0"	"   7530.9"	"  5563.0"	" 10003.7"	" 10242.5"	" 10934.0"	" 12519.7"
""	""	""	"209.2"	""	""	"472.6"	""	""	""	""	""	""	""	""	""	""	""	""	"  9137.6"	"  9276.8"	"  9231.8"	" 10972.1"	" 17755.8"	" 11716.0"	" 15211.1"	" 14363.6"	" 15340.6"	"   7871.2"	"   8019.4"	"  6889.8"	" 19865.0"	" 13765.0"	"  7876.6"	" 15643.1"
""	""	""	"210.2"	""	" 1"	"481.1"	""	""	""	""	""	""	""	""	""	""	""	""	"  4940.9"	"  4686.7"	"  4516.4"	"  5028.4"	"  5233.8"	"  5601.1"	"  5594.5"	"  4885.0"	"  6252.7"	"   6468.8"	"   5921.5"	"  5752.0"	"  7371.9"	"  7199.4"	"  7426.6"	"  7989.8"
""	""	""	"211.1"	""	" 1"	"504.0"	""	""	""	""	""	""	""	""	""	""	""	""	" 76330.7"	" 76724.7"	" 78076.8"	" 73786.1"	"198316.8"	"181334.3"	"184420.6"	"176140.2"	" 85843.4"	"  86913.8"	"  85862.6"	" 81273.0"	" 80701.4"	" 83136.0"	" 82595.0"	" 85669.6"
""	""	""	"212.1"	""	" 1"	"503.8"	""	""	""	""	""	""	""	""	""	""	""	""	"  9745.9"	" 10142.1"	"  9956.0"	"  9210.7"	" 24658.6"	" 22952.2"	" 23393.4"	" 23007.8"	" 10444.8"	"  12349.5"	"  11411.0"	" 10724.8"	" 10388.7"	" 10592.0"	" 10718.0"	" 11319.3"
""	""	""	"213.0"	""	""	"526.2"	""	""	""	""	""	""	""	""	""	""	""	""	"  3060.3"	"  2260.1"	"  2601.3"	"  3534.7"	"  4299.3"	"  4437.4"	"  5335.5"	"  4486.3"	"  3557.1"	"   5985.6"	"   6132.1"	"  4529.1"	"  5145.4"	"  5139.0"	"  5977.0"	"  7164.3"
""	""	""	"213.1"	""	""	"484.5"	""	""	""	""	""	""	""	""	""	""	""	""	"  8776.4"	"  7843.1"	"  8154.2"	"  8660.7"	"  4703.5"	"  6708.0"	"  6583.9"	"  6177.6"	"  6315.2"	"   9208.6"	"   8202.8"	" 10603.2"	" 10059.9"	"  8897.8"	"  9152.3"	" 10189.6"
""	""	""	"214.1"	""	" 2"	"481.4"	""	""	""	""	""	""	""	""	""	""	""	""	" 19639.2"	" 17849.5"	" 20363.8"	" 19295.0"	" 21183.2"	" 18100.7"	" 16102.6"	" 18255.1"	" 20869.4"	"  21218.5"	"  22785.2"	" 21055.3"	" 24412.5"	" 23365.0"	" 20931.4"	" 23201.8"
""	""	""	"214.6"	""	" 2"	"481.4"	""	""	""	""	""	""	""	""	""	""	""	""	"  3452.6"	"  4798.9"	"  4523.9"	"  4439.0"	"  2565.5"	"  4278.7"	"  3670.5"	"  3991.7"	"  4702.1"	"   4934.6"	"   3839.2"	"  4789.5"	"  4742.5"	"  4510.8"	"  4746.0"	"  5342.4"
""	""	""	"215.1"	""	" 2"	"504.0"	""	""	""	""	""	""	""	""	""	""	""	""	" 38484.3"	" 40619.8"	" 37532.2"	" 35961.2"	" 73179.6"	" 66609.3"	" 65757.2"	" 66193.3"	" 37851.5"	"  40623.7"	"  40319.8"	" 37018.7"	" 33703.3"	" 33868.3"	" 38016.6"	" 35801.5"
""	""	""	"215.6"	""	" 2"	"504.0"	""	""	""	""	""	""	""	""	""	""	""	""	"  6499.1"	"  7219.5"	"  7610.7"	"  7196.8"	" 13730.9"	" 13217.4"	" 12173.5"	" 13816.7"	"  7368.8"	"   8122.7"	"   7739.5"	"  7815.7"	"  7317.8"	"  7275.7"	"  7372.5"	"  6911.7"
""	""	""	"216.1"	""	""	"510.0"	""	""	""	""	""	""	""	""	""	""	""	""	"  6949.2"	"  7276.5"	"  8306.2"	"  6018.6"	" 10023.4"	"  8906.8"	" 10698.2"	" 16997.3"	" 10512.0"	"   8410.3"	"  10638.8"	"  9465.3"	"  7189.3"	"  7282.5"	"  8155.3"	"  6705.4"
""	""	""	"216.6"	""	" 2"	"498.1"	""	""	""	""	""	""	""	""	""	""	""	""	" 28587.9"	" 28712.5"	" 30572.5"	" 28356.9"	" 48983.3"	" 36459.9"	" 48944.6"	" 36620.5"	" 22502.5"	"  25436.4"	"  26239.8"	" 24591.3"	" 54147.5"	" 48679.9"	" 57688.4"	" 48086.9"
""	""	""	"217.1"	""	" 2"	"498.3"	""	""	""	""	""	""	""	""	""	""	""	""	"  6196.8"	"  7375.4"	"  5379.3"	"  6291.1"	" 12196.7"	"  8616.4"	" 11101.3"	"  9987.1"	"  8420.8"	"   6657.4"	"   7308.5"	"  5625.9"	" 13959.4"	" 12344.0"	" 13972.1"	" 12635.4"
""	""	""	"217.1"	""	""	"480.1"	""	""	""	""	""	""	""	""	""	""	""	""	"  8315.2"	"  8238.6"	"  7308.0"	"  8056.5"	"  6593.1"	"  5704.8"	"  8858.2"	"  6046.3"	" 27135.6"	"  29944.7"	"  26563.7"	" 29736.0"	" 28543.1"	" 28032.2"	" 27623.6"	" 27348.9"
""	""	""	"217.1"	""	""	"473.1"	""	""	""	""	""	""	""	""	""	""	""	""	"  6196.5"	"  7070.4"	"  6476.3"	"  7388.2"	"  5405.1"	"  5897.0"	"  5471.8"	"  6660.5"	" 28663.1"	"  22394.3"	"  21126.4"	" 18580.7"	" 28379.8"	" 24585.0"	" 23852.2"	" 24939.4"
""	""	""	"218.6"	""	""	"504.0"	""	""	""	""	""	""	""	""	""	""	""	""	"  4910.8"	"  5936.6"	"  4850.8"	"  4318.9"	" 10095.1"	"  8953.7"	"  9481.0"	"  9469.2"	"  5715.9"	"   5128.8"	"   4457.3"	"  5107.7"	"  4710.6"	"  4214.3"	"  4875.5"	"  4929.5"
""	""	""	"219.0"	""	""	"495.2"	""	""	""	""	""	""	""	""	""	""	""	""	"  2958.9"	"  3982.8"	"  3791.5"	"  2909.3"	"  4598.0"	"  4005.9"	"  4519.2"	"  4198.1"	"  3626.1"	"   4819.0"	"   5357.6"	"  5551.7"	"  7502.3"	"  7360.2"	"  7826.5"	"  7150.0"
""	""	""	"219.1"	""	""	"483.3"	""	""	""	""	""	""	""	""	""	""	""	""	"  4484.6"	"  4197.9"	"  4154.3"	"  4755.3"	"  3898.0"	"  4195.2"	"  4347.3"	"  3950.2"	"  4667.1"	"   5340.2"	"   3889.0"	"  5016.9"	"  3381.9"	"  4824.1"	"  4869.4"	"  5586.3"
""	""	""	"222.1"	""	""	"525.3"	""	""	""	""	""	""	""	""	""	""	""	""	"  6745.3"	"  6981.4"	"  7407.8"	"  8397.4"	"  9155.1"	"  9757.1"	"  9222.1"	"  8639.7"	"  8702.6"	"   9320.6"	"   8718.9"	"  8341.6"	" 12668.0"	" 12808.2"	" 12747.4"	"  9586.3"
""	""	""	"222.1"	""	""	"491.4"	""	""	""	""	""	""	""	""	""	""	""	""	" 45279.7"	" 41766.0"	" 37801.2"	" 21307.0"	" 27850.5"	" 24526.2"	" 25528.0"	" 22983.5"	" 26170.9"	"  23537.2"	"  26086.3"	" 25038.6"	" 34409.7"	" 36804.6"	" 34701.6"	" 34119.9"
""	""	""	"223.1"	""	""	"481.4"	""	""	""	""	""	""	""	""	""	""	""	""	" 17008.3"	" 17046.8"	" 14709.8"	" 15707.1"	" 15346.7"	" 15736.6"	" 16947.0"	" 15334.2"	" 14180.0"	"  15905.2"	"  13079.6"	" 13424.0"	" 17277.7"	" 17135.9"	" 16241.8"	" 14455.0"
""	""	""	"223.1"	""	""	"525.9"	""	""	""	""	""	""	""	""	""	""	""	""	"  4268.4"	"  3782.9"	"  4570.0"	"  4173.2"	"  4484.9"	"  3942.2"	"  4404.7"	"  3242.5"	"  4283.8"	"   3612.6"	"   5673.4"	"  4774.0"	"  5061.5"	"  5281.8"	"  5091.3"	"  5142.9"
""	""	""	"224.1"	""	" 2"	"503.9"	""	""	""	""	""	""	""	""	""	""	""	""	" 14242.6"	" 15567.8"	" 14822.3"	" 13231.2"	" 34197.1"	" 28684.2"	" 27072.3"	" 30154.4"	" 16068.3"	"  15062.7"	"  17319.8"	" 15154.8"	" 13639.8"	" 14541.2"	" 14387.6"	" 14482.1"
""	""	""	"224.1"	""	""	"490.2"	""	""	""	""	""	""	""	""	""	""	""	""	"113832.5"	"111436.6"	"115009.4"	"110611.6"	" 77229.8"	" 73945.4"	" 74661.1"	" 71154.1"	"117094.2"	"  91602.6"	"  88471.9"	"116012.7"	" 40423.7"	" 36735.3"	" 40661.1"	" 39994.7"
""	""	""	"224.1"	""	""	"538.7"	""	""	""	""	""	""	""	""	""	""	""	""	"  5860.6"	"  7966.4"	"  8766.3"	"  8084.8"	"  2207.9"	"  3440.4"	"  2548.7"	"  3678.4"	"  7284.4"	"   9533.7"	"   8999.5"	" 12342.8"	"  3702.7"	"  2828.2"	"  3671.7"	"  4142.4"
""	""	""	"224.6"	""	" 2"	"505.0"	""	""	""	""	""	""	""	""	""	""	""	""	"  3487.6"	"  3515.1"	"  3920.6"	"  3002.1"	"  6254.7"	"  4554.5"	"  6133.0"	"  4729.8"	"  2999.0"	"   2671.5"	"   2300.5"	"  1895.3"	"  2101.6"	"  3001.4"	"  2671.8"	"  2367.9"
""	""	""	"225.1"	""	""	"525.7"	""	""	""	""	""	""	""	""	""	""	""	""	"  5786.9"	"  5770.3"	"  6264.7"	"  5360.4"	"  8958.1"	"  4607.7"	"  7588.0"	"  6168.9"	"  5509.4"	"   8947.7"	"   7646.2"	"  7859.9"	" 11345.5"	" 12148.6"	" 12890.7"	" 12172.4"
""	""	""	"225.1"	""	" 1"	"495.2"	""	""	""	""	""	""	""	""	""	""	""	""	" 34751.6"	" 32054.7"	" 33979.8"	"106602.2"	" 52543.3"	" 48285.9"	" 80942.4"	" 44916.9"	" 51211.0"	"  85396.0"	"  50543.5"	" 50250.2"	"116832.1"	"123356.9"	"112126.3"	"118825.2"
""	""	""	"225.1"	""	""	"483.1"	""	""	""	""	""	""	""	""	""	""	""	""	" 26406.9"	" 26811.1"	" 25642.6"	" 23683.0"	" 26070.1"	" 24884.3"	" 26400.9"	" 24379.7"	" 29702.8"	"  33471.8"	"  30498.1"	" 32235.0"	" 36859.4"	" 38249.7"	" 37525.5"	" 40331.0"
""	""	""	"225.6"	""	""	"481.0"	""	""	""	""	""	""	""	""	""	""	""	""	"  1725.0"	"  3720.9"	"  3788.7"	"  3864.2"	"  2991.8"	"  3663.9"	"  3540.2"	"  3444.9"	"  3900.7"	"   4242.8"	"   4778.2"	"  4116.5"	"  4851.3"	"  4104.6"	"  4090.8"	"  3481.4"
""	""	""	"226.1"	""	""	"480.5"	""	""	""	""	""	""	""	""	""	""	""	""	"  6789.1"	"  5610.9"	"  7444.5"	"  5664.4"	"  3193.1"	"  5919.1"	"  4670.6"	"  2666.7"	" 29962.6"	"  32257.4"	"  31387.1"	" 31833.0"	" 28460.0"	" 27540.8"	" 28826.9"	" 27488.2"
""	""	""	"226.1"	""	""	"472.8"	""	""	""	""	""	""	""	""	""	""	""	""	"  3152.8"	"  6007.0"	"  5670.2"	"  5072.6"	"  5522.7"	"  4640.5"	"  6238.6"	"  5135.3"	" 25998.3"	"  19052.4"	"  19108.6"	" 17417.0"	" 23811.7"	" 20363.4"	" 22379.2"	" 20839.8"
""	""	""	"226.1"	""	""	"490.8"	""	""	""	""	""	""	""	""	""	""	""	""	"  8027.1"	" 10188.3"	" 10786.4"	"  8664.9"	"  6814.1"	" 11448.4"	"  8147.0"	"  7878.9"	"  6695.9"	"   8879.1"	"   8282.9"	"  8605.1"	" 11355.0"	" 13459.9"	" 11775.5"	" 12856.7"
""	""	""	"226.1"	""	""	"511.4"	""	""	""	""	""	""	""	""	""	""	""	""	"   543.0"	"   784.5"	"   879.7"	"   632.7"	"   911.4"	"   588.6"	"   735.6"	"   493.2"	"  4604.9"	"   4415.2"	"   4447.3"	"  3439.6"	"  4357.6"	"  4126.6"	"  3702.2"	"  4427.4"
""	""	""	"226.1"	""	" 1"	"494.9"	""	""	""	""	""	""	""	""	""	""	""	""	"  9324.5"	" 12443.8"	" 11439.7"	" 11499.7"	" 10941.3"	" 11185.8"	" 13517.6"	" 11147.8"	" 14259.0"	"  12546.6"	"  11837.3"	" 12395.2"	" 14312.9"	" 11622.3"	" 14929.1"	" 11588.3"
""	""	""	"226.6"	""	" 2"	"503.8"	""	""	""	""	""	""	""	""	""	""	""	""	" 17246.4"	" 18041.8"	" 18585.2"	" 15917.4"	" 34585.1"	" 31802.3"	" 32737.3"	" 33029.1"	" 17647.1"	"  18188.2"	"  19699.2"	" 16530.1"	" 16224.9"	" 16078.4"	" 18516.3"	" 18188.3"
